Date,Store_ID,Item_ID,Medicine_Name,Category,Base_Price,Promotion,Holiday,Units_Sold,Day_of_Week,Month,Is_Weekend
2025-01-16,Apollo Pharmacy,M104,Vitamin C,Vitamin,120,0,1,96,Thursday,January,0
2025-02-01,Lakshya Medicals,M106,Insulin,Diabetes,550,1,0,70,Saturday,February,1
2025-03-05,BMS Pharmacy,M118,Asthma Inhaler,Respiratory,450,0,0,62,Wednesday,March,0
2025-01-16,HealthMart,M112,Cough Syrup,Cough,140,0,0,87,Thursday,January,0
2025-10-25,Sara Medicos,M106,Insulin,Diabetes,550,1,1,91,Saturday,October,1
2025-11-17,Claire Drughouse,M114,Pantoprazole,Antacid,110,1,0,95,Monday,November,0
2025-09-26,City Medicals,M109,Azithromycin,Antibiotic,220,0,0,81,Friday,September,0
2025-05-14,City Medicals,M115,Calcium Tablet,Supplement,250,0,0,58,Wednesday,May,0
2025-02-25,Clarkson's Pharma,M102,Crocin,Painkiller,35,0,0,71,Tuesday,February,0
2025-01-13,HealthMart,M111,Benadryl,Cough,90,0,0,66,Monday,January,0
2025-07-01,Chen Drugstore,M120,Hand Sanitizer,Hygiene,90,1,0,110,Tuesday,July,0
2025-03-01,Chen Drugstore,M101,Paracetamol,Painkiller,25,0,0,78,Saturday,March,1
2025-01-10,Claire Drughouse,M120,Hand Sanitizer,Hygiene,90,1,0,110,Friday,January,0
2025-10-23,Chen Drugstore,M119,Eye Drops,Eye Care,160,0,0,74,Thursday,October,0
2025-08-12,SmartMed Pharmacy,M116,Iron Tablet,Supplement,180,1,1,113,Tuesday,August,0
2025-07-26,BMS Pharmacy,M109,Azithromycin,Antibiotic,220,0,1,103,Saturday,July,1
2025-07-04,BMS Pharmacy,M103,Dolo 650,Painkiller,30,1,0,100,Friday,July,0
2025-01-14,HealthMart,M109,Azithromycin,Antibiotic,220,0,0,82,Tuesday,January,0
2025-09-02,Apollo Pharmacy,M112,Cough Syrup,Cough,140,0,1,91,Tuesday,September,0
2025-08-23,Lakshya Medicals,M105,ORS,Hydration,25,0,0,102,Saturday,August,1
2025-03-01,BMS Pharmacy,M115,Calcium Tablet,Supplement,250,0,0,67,Saturday,March,1
2025-05-17,BMS Pharmacy,M116,Iron Tablet,Supplement,180,1,0,112,Saturday,May,1
2025-08-18,Apollo Pharmacy,M108,Amoxicillin,Antibiotic,180,0,0,79,Monday,August,0
2025-10-27,Lakshya Medicals,M114,Pantoprazole,Antacid,110,0,0,84,Monday,October,0
2025-07-12,Claire Drughouse,M119,Eye Drops,Eye Care,160,0,0,92,Saturday,July,1
2025-05-26,Apollo Pharmacy,M109,Azithromycin,Antibiotic,220,0,0,66,Monday,May,0
2025-05-18,Lakshya Medicals,M110,Cetirizine,Allergy,40,0,0,79,Sunday,May,1
2025-12-27,Chen Drugstore,M120,Hand Sanitizer,Hygiene,90,1,1,106,Saturday,December,1
2025-08-28,SmartMed Pharmacy,M107,Metformin,Diabetes,80,1,1,117,Thursday,August,0
2025-08-25,City Medicals,M110,Cetirizine,Allergy,40,0,0,87,Monday,August,0
2025-12-30,Apollo Pharmacy,M110,Cetirizine,Allergy,40,1,0,95,Tuesday,December,0
2025-07-25,Apollo Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,64,Friday,July,0
2025-03-07,Clarkson's Pharma,M114,Pantoprazole,Antacid,110,0,0,65,Friday,March,0
2025-12-23,Chen Drugstore,M102,Crocin,Painkiller,35,0,0,84,Tuesday,December,0
2025-08-27,Clarkson's Pharma,M106,Insulin,Diabetes,550,0,1,63,Wednesday,August,0
2025-06-15,Sara Medicos,M115,Calcium Tablet,Supplement,250,0,0,71,Sunday,June,1
2025-08-31,Clarkson's Pharma,M103,Dolo 650,Painkiller,30,1,0,100,Sunday,August,1
2025-05-24,Chen Drugstore,M107,Metformin,Diabetes,80,0,0,91,Saturday,May,1
2025-01-05,Chen Drugstore,M115,Calcium Tablet,Supplement,250,0,0,91,Sunday,January,1
2025-05-23,SmartMed Pharmacy,M110,Cetirizine,Allergy,40,1,0,110,Friday,May,0
2025-10-07,HealthMart,M113,Digene,Antacid,60,0,0,82,Tuesday,October,0
2025-04-21,City Medicals,M110,Cetirizine,Allergy,40,1,0,103,Monday,April,0
2025-02-09,Chen Drugstore,M101,Paracetamol,Painkiller,25,0,0,74,Sunday,February,1
2025-03-22,Claire Drughouse,M113,Digene,Antacid,60,0,0,86,Saturday,March,1
2025-12-21,SmartMed Pharmacy,M113,Digene,Antacid,60,0,0,84,Sunday,December,1
2025-10-29,Chen Drugstore,M104,Vitamin C,Vitamin,120,1,0,96,Wednesday,October,0
2025-01-11,HealthMart,M114,Pantoprazole,Antacid,110,0,0,79,Saturday,January,1
2025-03-31,Apollo Pharmacy,M101,Paracetamol,Painkiller,25,1,0,111,Monday,March,0
2025-10-15,Apollo Pharmacy,M118,Asthma Inhaler,Respiratory,450,1,0,77,Wednesday,October,0
2025-09-04,SmartMed Pharmacy,M108,Amoxicillin,Antibiotic,180,0,1,77,Thursday,September,0
2025-06-07,Lakshya Medicals,M118,Asthma Inhaler,Respiratory,450,0,0,59,Saturday,June,1
2025-09-06,Clarkson's Pharma,M118,Asthma Inhaler,Respiratory,450,0,0,59,Saturday,September,1
2025-08-10,Sara Medicos,M114,Pantoprazole,Antacid,110,0,0,86,Sunday,August,1
2025-12-07,Claire Drughouse,M103,Dolo 650,Painkiller,30,0,0,87,Sunday,December,1
2025-02-09,HealthMart,M110,Cetirizine,Allergy,40,1,0,106,Sunday,February,1
2025-05-02,Clarkson's Pharma,M108,Amoxicillin,Antibiotic,180,0,0,86,Friday,May,0
2025-03-16,HealthMart,M102,Crocin,Painkiller,35,1,0,116,Sunday,March,1
2025-02-01,Apollo Pharmacy,M113,Digene,Antacid,60,0,0,98,Saturday,February,1
2025-10-23,BMS Pharmacy,M111,Benadryl,Cough,90,1,0,83,Thursday,October,0
2025-07-03,Lakshya Medicals,M109,Azithromycin,Antibiotic,220,0,0,77,Thursday,July,0
2025-05-25,Chen Drugstore,M117,BP Tablet,Cardiac,320,1,0,100,Sunday,May,1
2025-05-19,Clarkson's Pharma,M111,Benadryl,Cough,90,0,0,82,Monday,May,0
2025-01-22,SmartMed Pharmacy,M115,Calcium Tablet,Supplement,250,1,0,93,Wednesday,January,0
2025-09-15,HealthMart,M108,Amoxicillin,Antibiotic,180,0,0,83,Monday,September,0
2025-06-05,HealthMart,M109,Azithromycin,Antibiotic,220,1,0,87,Thursday,June,0
2025-02-07,HealthMart,M103,Dolo 650,Painkiller,30,0,0,79,Friday,February,0
2025-12-13,City Medicals,M119,Eye Drops,Eye Care,160,0,0,92,Saturday,December,1
2025-05-24,HealthMart,M119,Eye Drops,Eye Care,160,0,0,71,Saturday,May,1
2025-06-18,HealthMart,M117,BP Tablet,Cardiac,320,0,0,79,Wednesday,June,0
2025-12-15,BMS Pharmacy,M110,Cetirizine,Allergy,40,0,0,88,Monday,December,0
2025-01-29,BMS Pharmacy,M112,Cough Syrup,Cough,140,0,0,62,Wednesday,January,0
2025-09-19,Sara Medicos,M105,ORS,Hydration,25,0,0,92,Friday,September,0
2025-01-01,SmartMed Pharmacy,M117,BP Tablet,Cardiac,320,0,0,57,Wednesday,January,0
2025-03-10,Sara Medicos,M119,Eye Drops,Eye Care,160,1,0,90,Monday,March,0
2025-02-26,Sara Medicos,M109,Azithromycin,Antibiotic,220,0,0,83,Wednesday,February,0
2025-07-24,City Medicals,M108,Amoxicillin,Antibiotic,180,0,0,56,Thursday,July,0
2025-08-17,Chen Drugstore,M115,Calcium Tablet,Supplement,250,0,0,75,Sunday,August,1
2025-04-17,BMS Pharmacy,M120,Hand Sanitizer,Hygiene,90,1,1,122,Thursday,April,0
2025-07-13,BMS Pharmacy,M118,Asthma Inhaler,Respiratory,450,0,1,92,Sunday,July,1
2025-06-04,Clarkson's Pharma,M103,Dolo 650,Painkiller,30,0,0,88,Wednesday,June,0
2025-02-08,Sara Medicos,M110,Cetirizine,Allergy,40,1,0,114,Saturday,February,1
2025-08-08,Sara Medicos,M114,Pantoprazole,Antacid,110,0,1,91,Friday,August,0
2025-12-14,SmartMed Pharmacy,M113,Digene,Antacid,60,0,0,101,Sunday,December,1
2025-05-24,Sara Medicos,M111,Benadryl,Cough,90,0,0,71,Saturday,May,1
2025-03-04,Lakshya Medicals,M120,Hand Sanitizer,Hygiene,90,0,0,66,Tuesday,March,0
2025-04-28,Lakshya Medicals,M115,Calcium Tablet,Supplement,250,0,1,93,Monday,April,0
2025-07-20,SmartMed Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,86,Sunday,July,1
2025-02-05,HealthMart,M104,Vitamin C,Vitamin,120,0,1,94,Wednesday,February,0
2025-08-26,Sara Medicos,M106,Insulin,Diabetes,550,0,0,61,Tuesday,August,0
2025-06-27,City Medicals,M118,Asthma Inhaler,Respiratory,450,0,1,71,Friday,June,0
2025-09-12,Clarkson's Pharma,M116,Iron Tablet,Supplement,180,0,1,101,Friday,September,0
2025-04-19,City Medicals,M107,Metformin,Diabetes,80,0,0,84,Saturday,April,1
2025-11-11,Apollo Pharmacy,M104,Vitamin C,Vitamin,120,1,0,94,Tuesday,November,0
2025-12-15,Sara Medicos,M116,Iron Tablet,Supplement,180,0,0,72,Monday,December,0
2025-10-26,Lakshya Medicals,M105,ORS,Hydration,25,0,0,91,Sunday,October,1
2025-12-04,Lakshya Medicals,M104,Vitamin C,Vitamin,120,1,0,99,Thursday,December,0
2025-10-28,Claire Drughouse,M109,Azithromycin,Antibiotic,220,0,0,80,Tuesday,October,0
2025-12-31,Chen Drugstore,M115,Calcium Tablet,Supplement,250,0,1,86,Wednesday,December,0
2025-03-24,Lakshya Medicals,M113,Digene,Antacid,60,0,0,73,Monday,March,0
2025-05-19,City Medicals,M105,ORS,Hydration,25,0,0,87,Monday,May,0
2025-10-26,Claire Drughouse,M112,Cough Syrup,Cough,140,0,0,73,Sunday,October,1
2025-06-22,Apollo Pharmacy,M109,Azithromycin,Antibiotic,220,0,0,83,Sunday,June,1
2025-12-21,Apollo Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,72,Sunday,December,1
2025-12-05,SmartMed Pharmacy,M103,Dolo 650,Painkiller,30,0,0,91,Friday,December,0
2025-11-05,Sara Medicos,M115,Calcium Tablet,Supplement,250,0,0,52,Wednesday,November,0
2025-07-19,SmartMed Pharmacy,M104,Vitamin C,Vitamin,120,0,0,70,Saturday,July,1
2025-06-08,Sara Medicos,M109,Azithromycin,Antibiotic,220,0,0,72,Sunday,June,1
2025-04-16,Sara Medicos,M107,Metformin,Diabetes,80,0,0,81,Wednesday,April,0
2025-06-17,Apollo Pharmacy,M108,Amoxicillin,Antibiotic,180,0,1,99,Tuesday,June,0
2025-06-13,Apollo Pharmacy,M109,Azithromycin,Antibiotic,220,1,0,97,Friday,June,0
2025-06-05,Lakshya Medicals,M120,Hand Sanitizer,Hygiene,90,0,0,62,Thursday,June,0
2025-10-24,Chen Drugstore,M108,Amoxicillin,Antibiotic,180,1,0,89,Friday,October,0
2025-01-13,Clarkson's Pharma,M109,Azithromycin,Antibiotic,220,0,0,79,Monday,January,0
2025-06-27,SmartMed Pharmacy,M119,Eye Drops,Eye Care,160,0,0,81,Friday,June,0
2025-02-14,SmartMed Pharmacy,M116,Iron Tablet,Supplement,180,0,0,62,Friday,February,0
2025-05-20,SmartMed Pharmacy,M109,Azithromycin,Antibiotic,220,0,0,60,Tuesday,May,0
2025-11-08,City Medicals,M110,Cetirizine,Allergy,40,0,0,95,Saturday,November,1
2025-05-07,SmartMed Pharmacy,M108,Amoxicillin,Antibiotic,180,0,0,80,Wednesday,May,0
2025-06-15,Lakshya Medicals,M105,ORS,Hydration,25,0,0,91,Sunday,June,1
2025-08-04,City Medicals,M113,Digene,Antacid,60,0,0,75,Monday,August,0
2025-05-12,Apollo Pharmacy,M102,Crocin,Painkiller,35,1,0,108,Monday,May,0
2025-07-10,HealthMart,M119,Eye Drops,Eye Care,160,1,0,85,Thursday,July,0
2025-02-15,HealthMart,M102,Crocin,Painkiller,35,1,0,118,Saturday,February,1
2025-03-03,Chen Drugstore,M111,Benadryl,Cough,90,1,0,110,Monday,March,0
2025-12-24,SmartMed Pharmacy,M106,Insulin,Diabetes,550,0,0,60,Wednesday,December,0
2025-06-04,SmartMed Pharmacy,M104,Vitamin C,Vitamin,120,0,0,87,Wednesday,June,0
2025-04-23,HealthMart,M116,Iron Tablet,Supplement,180,0,0,60,Wednesday,April,0
2025-01-05,HealthMart,M106,Insulin,Diabetes,550,0,0,48,Sunday,January,1
2025-01-23,HealthMart,M117,BP Tablet,Cardiac,320,0,0,76,Thursday,January,0
2025-08-18,Clarkson's Pharma,M111,Benadryl,Cough,90,0,0,76,Monday,August,0
2025-01-09,Sara Medicos,M111,Benadryl,Cough,90,1,0,86,Thursday,January,0
2025-08-13,Clarkson's Pharma,M104,Vitamin C,Vitamin,120,0,0,63,Wednesday,August,0
2025-06-11,Apollo Pharmacy,M109,Azithromycin,Antibiotic,220,0,0,83,Wednesday,June,0
2025-06-22,City Medicals,M112,Cough Syrup,Cough,140,1,0,110,Sunday,June,1
2025-12-23,Lakshya Medicals,M104,Vitamin C,Vitamin,120,0,0,73,Tuesday,December,0
2025-07-21,HealthMart,M108,Amoxicillin,Antibiotic,180,0,0,74,Monday,July,0
2025-12-02,BMS Pharmacy,M109,Azithromycin,Antibiotic,220,0,0,57,Tuesday,December,0
2025-08-14,Sara Medicos,M101,Paracetamol,Painkiller,25,0,0,70,Thursday,August,0
2025-04-07,Chen Drugstore,M116,Iron Tablet,Supplement,180,0,0,85,Monday,April,0
2025-06-26,City Medicals,M113,Digene,Antacid,60,0,0,89,Thursday,June,0
2025-03-28,Apollo Pharmacy,M101,Paracetamol,Painkiller,25,0,0,65,Friday,March,0
2025-08-04,Sara Medicos,M115,Calcium Tablet,Supplement,250,0,0,70,Monday,August,0
2025-06-28,Clarkson's Pharma,M110,Cetirizine,Allergy,40,0,0,75,Saturday,June,1
2025-10-03,Lakshya Medicals,M116,Iron Tablet,Supplement,180,1,0,94,Friday,October,0
2025-07-09,HealthMart,M118,Asthma Inhaler,Respiratory,450,0,1,73,Wednesday,July,0
2025-02-10,Chen Drugstore,M116,Iron Tablet,Supplement,180,0,0,81,Monday,February,0
2025-08-23,Clarkson's Pharma,M105,ORS,Hydration,25,0,0,74,Saturday,August,1
2025-04-15,BMS Pharmacy,M115,Calcium Tablet,Supplement,250,0,0,81,Tuesday,April,0
2025-05-18,Sara Medicos,M114,Pantoprazole,Antacid,110,0,0,79,Sunday,May,1
2025-03-21,Claire Drughouse,M118,Asthma Inhaler,Respiratory,450,0,0,63,Friday,March,0
2025-02-22,Apollo Pharmacy,M104,Vitamin C,Vitamin,120,1,0,109,Saturday,February,1
2025-06-09,HealthMart,M119,Eye Drops,Eye Care,160,0,0,77,Monday,June,0
2025-05-13,BMS Pharmacy,M110,Cetirizine,Allergy,40,1,0,93,Tuesday,May,0
2025-11-05,Sara Medicos,M107,Metformin,Diabetes,80,1,0,88,Wednesday,November,0
2025-11-13,Apollo Pharmacy,M108,Amoxicillin,Antibiotic,180,0,0,70,Thursday,November,0
2025-01-01,City Medicals,M114,Pantoprazole,Antacid,110,0,0,82,Wednesday,January,0
2025-10-12,BMS Pharmacy,M109,Azithromycin,Antibiotic,220,0,0,71,Sunday,October,1
2025-02-16,HealthMart,M103,Dolo 650,Painkiller,30,0,0,102,Sunday,February,1
2025-05-28,Apollo Pharmacy,M102,Crocin,Painkiller,35,0,0,81,Wednesday,May,0
2025-12-08,Sara Medicos,M102,Crocin,Painkiller,35,0,0,87,Monday,December,0
2025-10-25,City Medicals,M120,Hand Sanitizer,Hygiene,90,0,0,84,Saturday,October,1
2025-07-19,Claire Drughouse,M120,Hand Sanitizer,Hygiene,90,1,0,111,Saturday,July,1
2025-10-08,BMS Pharmacy,M108,Amoxicillin,Antibiotic,180,0,0,81,Wednesday,October,0
2025-03-11,Lakshya Medicals,M104,Vitamin C,Vitamin,120,1,0,79,Tuesday,March,0
2025-12-18,Chen Drugstore,M113,Digene,Antacid,60,0,0,89,Thursday,December,0
2025-07-10,Claire Drughouse,M120,Hand Sanitizer,Hygiene,90,0,1,100,Thursday,July,0
2025-03-27,SmartMed Pharmacy,M108,Amoxicillin,Antibiotic,180,0,0,72,Thursday,March,0
2025-12-07,Sara Medicos,M114,Pantoprazole,Antacid,110,0,0,70,Sunday,December,1
2025-03-23,Lakshya Medicals,M106,Insulin,Diabetes,550,1,0,81,Sunday,March,1
2025-06-16,HealthMart,M118,Asthma Inhaler,Respiratory,450,0,0,72,Monday,June,0
2025-10-18,Clarkson's Pharma,M116,Iron Tablet,Supplement,180,0,0,86,Saturday,October,1
2025-07-03,BMS Pharmacy,M106,Insulin,Diabetes,550,0,0,41,Thursday,July,0
2025-02-11,HealthMart,M119,Eye Drops,Eye Care,160,1,0,97,Tuesday,February,0
2025-04-06,BMS Pharmacy,M116,Iron Tablet,Supplement,180,1,0,93,Sunday,April,1
2025-09-02,Apollo Pharmacy,M114,Pantoprazole,Antacid,110,1,1,95,Tuesday,September,0
2025-05-26,SmartMed Pharmacy,M104,Vitamin C,Vitamin,120,0,0,62,Monday,May,0
2025-06-23,Lakshya Medicals,M110,Cetirizine,Allergy,40,1,0,88,Monday,June,0
2025-02-22,HealthMart,M108,Amoxicillin,Antibiotic,180,1,0,90,Saturday,February,1
2025-10-13,Lakshya Medicals,M116,Iron Tablet,Supplement,180,1,0,85,Monday,October,0
2025-01-22,SmartMed Pharmacy,M118,Asthma Inhaler,Respiratory,450,0,0,67,Wednesday,January,0
2025-05-07,BMS Pharmacy,M102,Crocin,Painkiller,35,0,0,84,Wednesday,May,0
2025-01-02,Claire Drughouse,M111,Benadryl,Cough,90,0,0,78,Thursday,January,0
2025-09-13,SmartMed Pharmacy,M119,Eye Drops,Eye Care,160,0,0,92,Saturday,September,1
2025-08-03,SmartMed Pharmacy,M110,Cetirizine,Allergy,40,1,0,103,Sunday,August,1
2025-07-11,Lakshya Medicals,M108,Amoxicillin,Antibiotic,180,0,0,83,Friday,July,0
2025-05-12,City Medicals,M109,Azithromycin,Antibiotic,220,0,0,82,Monday,May,0
2025-07-08,BMS Pharmacy,M119,Eye Drops,Eye Care,160,0,0,64,Tuesday,July,0
2025-03-02,BMS Pharmacy,M118,Asthma Inhaler,Respiratory,450,0,0,69,Sunday,March,1
2025-09-28,Clarkson's Pharma,M103,Dolo 650,Painkiller,30,0,0,102,Sunday,September,1
2025-03-01,Claire Drughouse,M110,Cetirizine,Allergy,40,0,0,90,Saturday,March,1
2025-12-29,BMS Pharmacy,M112,Cough Syrup,Cough,140,0,0,74,Monday,December,0
2025-04-26,Apollo Pharmacy,M104,Vitamin C,Vitamin,120,1,0,94,Saturday,April,1
2025-04-02,Lakshya Medicals,M110,Cetirizine,Allergy,40,0,0,66,Wednesday,April,0
2025-02-14,SmartMed Pharmacy,M112,Cough Syrup,Cough,140,1,0,104,Friday,February,0
2025-07-23,Sara Medicos,M104,Vitamin C,Vitamin,120,0,0,74,Wednesday,July,0
2025-11-23,Chen Drugstore,M101,Paracetamol,Painkiller,25,0,0,100,Sunday,November,1
2025-03-03,City Medicals,M120,Hand Sanitizer,Hygiene,90,1,0,101,Monday,March,0
2025-03-12,Claire Drughouse,M101,Paracetamol,Painkiller,25,0,0,87,Wednesday,March,0
2025-11-10,Chen Drugstore,M103,Dolo 650,Painkiller,30,1,0,109,Monday,November,0
2025-01-01,Chen Drugstore,M104,Vitamin C,Vitamin,120,1,0,109,Wednesday,January,0
2025-06-12,City Medicals,M115,Calcium Tablet,Supplement,250,0,0,54,Thursday,June,0
2025-07-26,BMS Pharmacy,M115,Calcium Tablet,Supplement,250,0,0,81,Saturday,July,1
2025-06-24,Lakshya Medicals,M118,Asthma Inhaler,Respiratory,450,0,0,42,Tuesday,June,0
2025-05-14,Sara Medicos,M120,Hand Sanitizer,Hygiene,90,0,0,62,Wednesday,May,0
2025-03-07,City Medicals,M117,BP Tablet,Cardiac,320,0,0,78,Friday,March,0
2025-07-03,Chen Drugstore,M114,Pantoprazole,Antacid,110,0,0,72,Thursday,July,0
2025-05-05,HealthMart,M111,Benadryl,Cough,90,1,0,86,Monday,May,0
2025-10-04,Chen Drugstore,M102,Crocin,Painkiller,35,0,0,76,Saturday,October,1
2025-11-08,Apollo Pharmacy,M119,Eye Drops,Eye Care,160,1,0,117,Saturday,November,1
2025-05-17,Sara Medicos,M104,Vitamin C,Vitamin,120,1,0,96,Saturday,May,1
2025-11-01,Claire Drughouse,M110,Cetirizine,Allergy,40,1,0,119,Saturday,November,1
2025-07-28,SmartMed Pharmacy,M103,Dolo 650,Painkiller,30,0,0,91,Monday,July,0
2025-12-31,Chen Drugstore,M117,BP Tablet,Cardiac,320,1,0,82,Wednesday,December,0
2025-06-30,BMS Pharmacy,M112,Cough Syrup,Cough,140,0,0,60,Monday,June,0
2025-12-26,HealthMart,M116,Iron Tablet,Supplement,180,0,0,82,Friday,December,0
2025-11-03,City Medicals,M103,Dolo 650,Painkiller,30,1,0,101,Monday,November,0
2025-10-13,HealthMart,M114,Pantoprazole,Antacid,110,1,1,96,Monday,October,0
2025-08-29,SmartMed Pharmacy,M107,Metformin,Diabetes,80,0,0,90,Friday,August,0
2025-09-04,SmartMed Pharmacy,M116,Iron Tablet,Supplement,180,0,0,70,Thursday,September,0
2025-05-28,City Medicals,M117,BP Tablet,Cardiac,320,1,1,112,Wednesday,May,0
2025-08-28,HealthMart,M104,Vitamin C,Vitamin,120,0,0,72,Thursday,August,0
2025-01-08,Sara Medicos,M106,Insulin,Diabetes,550,1,0,86,Wednesday,January,0
2025-04-01,Apollo Pharmacy,M117,BP Tablet,Cardiac,320,0,0,78,Tuesday,April,0
2025-05-12,City Medicals,M114,Pantoprazole,Antacid,110,0,0,71,Monday,May,0
2025-12-02,BMS Pharmacy,M120,Hand Sanitizer,Hygiene,90,1,0,104,Tuesday,December,0
2025-09-27,Sara Medicos,M115,Calcium Tablet,Supplement,250,1,0,99,Saturday,September,1
2025-02-13,City Medicals,M102,Crocin,Painkiller,35,1,0,84,Thursday,February,0
2025-01-21,Clarkson's Pharma,M105,ORS,Hydration,25,0,0,76,Tuesday,January,0
2025-10-13,City Medicals,M109,Azithromycin,Antibiotic,220,0,1,82,Monday,October,0
2025-02-19,City Medicals,M108,Amoxicillin,Antibiotic,180,1,0,104,Wednesday,February,0
2025-04-28,HealthMart,M106,Insulin,Diabetes,550,0,0,60,Monday,April,0
2025-06-12,HealthMart,M113,Digene,Antacid,60,0,0,89,Thursday,June,0
2025-10-18,Clarkson's Pharma,M119,Eye Drops,Eye Care,160,0,0,96,Saturday,October,1
2025-08-25,SmartMed Pharmacy,M111,Benadryl,Cough,90,0,0,74,Monday,August,0
2025-02-24,Chen Drugstore,M104,Vitamin C,Vitamin,120,1,0,90,Monday,February,0
2025-07-06,Chen Drugstore,M114,Pantoprazole,Antacid,110,1,0,100,Sunday,July,1
2025-06-30,City Medicals,M118,Asthma Inhaler,Respiratory,450,1,0,71,Monday,June,0
2025-07-09,Claire Drughouse,M106,Insulin,Diabetes,550,1,0,64,Wednesday,July,0
2025-07-24,HealthMart,M119,Eye Drops,Eye Care,160,0,0,77,Thursday,July,0
2025-05-24,SmartMed Pharmacy,M111,Benadryl,Cough,90,1,0,91,Saturday,May,1
2025-04-11,Lakshya Medicals,M111,Benadryl,Cough,90,0,0,61,Friday,April,0
2025-01-24,Clarkson's Pharma,M110,Cetirizine,Allergy,40,0,0,90,Friday,January,0
2025-08-16,Chen Drugstore,M108,Amoxicillin,Antibiotic,180,0,0,72,Saturday,August,1
2025-12-13,City Medicals,M114,Pantoprazole,Antacid,110,1,0,106,Saturday,December,1
2025-07-28,HealthMart,M114,Pantoprazole,Antacid,110,0,0,75,Monday,July,0
2025-02-26,SmartMed Pharmacy,M112,Cough Syrup,Cough,140,0,0,87,Wednesday,February,0
2025-01-12,Lakshya Medicals,M112,Cough Syrup,Cough,140,1,0,100,Sunday,January,1
2025-06-28,Chen Drugstore,M109,Azithromycin,Antibiotic,220,0,0,64,Saturday,June,1
2025-09-18,Chen Drugstore,M115,Calcium Tablet,Supplement,250,0,1,92,Thursday,September,0
2025-12-02,BMS Pharmacy,M104,Vitamin C,Vitamin,120,0,0,63,Tuesday,December,0
2025-09-12,Chen Drugstore,M106,Insulin,Diabetes,550,0,0,67,Friday,September,0
2025-09-18,Apollo Pharmacy,M116,Iron Tablet,Supplement,180,1,0,82,Thursday,September,0
2025-06-14,HealthMart,M111,Benadryl,Cough,90,0,0,97,Saturday,June,1
2025-06-23,HealthMart,M120,Hand Sanitizer,Hygiene,90,1,0,98,Monday,June,0
2025-05-02,City Medicals,M106,Insulin,Diabetes,550,1,0,62,Friday,May,0
2025-09-27,City Medicals,M103,Dolo 650,Painkiller,30,1,0,116,Saturday,September,1
2025-01-11,Clarkson's Pharma,M108,Amoxicillin,Antibiotic,180,0,0,72,Saturday,January,1
2025-01-25,HealthMart,M106,Insulin,Diabetes,550,0,0,61,Saturday,January,1
2025-10-14,Lakshya Medicals,M114,Pantoprazole,Antacid,110,0,0,59,Tuesday,October,0
2025-11-06,Clarkson's Pharma,M107,Metformin,Diabetes,80,0,0,62,Thursday,November,0
2025-04-24,Sara Medicos,M118,Asthma Inhaler,Respiratory,450,1,0,69,Thursday,April,0
2025-06-02,Sara Medicos,M102,Crocin,Painkiller,35,0,0,86,Monday,June,0
2025-11-02,HealthMart,M101,Paracetamol,Painkiller,25,0,0,90,Sunday,November,1
2025-09-02,Chen Drugstore,M118,Asthma Inhaler,Respiratory,450,0,0,66,Tuesday,September,0
2025-11-18,City Medicals,M104,Vitamin C,Vitamin,120,1,0,108,Tuesday,November,0
2025-04-26,SmartMed Pharmacy,M104,Vitamin C,Vitamin,120,0,0,90,Saturday,April,1
2025-01-30,Sara Medicos,M118,Asthma Inhaler,Respiratory,450,1,0,89,Thursday,January,0
2025-07-12,Claire Drughouse,M109,Azithromycin,Antibiotic,220,1,0,97,Saturday,July,1
2025-07-19,City Medicals,M102,Crocin,Painkiller,35,0,0,75,Saturday,July,1
2025-08-28,Sara Medicos,M118,Asthma Inhaler,Respiratory,450,0,0,66,Thursday,August,0
2025-03-25,Clarkson's Pharma,M119,Eye Drops,Eye Care,160,0,0,64,Tuesday,March,0
2025-10-30,Lakshya Medicals,M103,Dolo 650,Painkiller,30,0,0,77,Thursday,October,0
2025-05-14,City Medicals,M113,Digene,Antacid,60,0,0,72,Wednesday,May,0
2025-11-16,SmartMed Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,98,Sunday,November,1
2025-12-03,Sara Medicos,M103,Dolo 650,Painkiller,30,0,0,78,Wednesday,December,0
2025-10-01,Clarkson's Pharma,M113,Digene,Antacid,60,0,0,73,Wednesday,October,0
2025-02-13,BMS Pharmacy,M115,Calcium Tablet,Supplement,250,0,0,75,Thursday,February,0
2025-05-27,SmartMed Pharmacy,M117,BP Tablet,Cardiac,320,0,0,56,Tuesday,May,0
2025-08-15,Sara Medicos,M106,Insulin,Diabetes,550,1,0,70,Friday,August,0
2025-05-25,Claire Drughouse,M118,Asthma Inhaler,Respiratory,450,1,0,101,Sunday,May,1
2025-03-05,SmartMed Pharmacy,M103,Dolo 650,Painkiller,30,1,0,99,Wednesday,March,0
2025-07-16,Clarkson's Pharma,M111,Benadryl,Cough,90,0,0,86,Wednesday,July,0
2025-06-09,Chen Drugstore,M102,Crocin,Painkiller,35,1,0,98,Monday,June,0
2025-05-03,BMS Pharmacy,M106,Insulin,Diabetes,550,0,0,76,Saturday,May,1
2025-12-12,Claire Drughouse,M112,Cough Syrup,Cough,140,0,0,63,Friday,December,0
