Date,Store_ID,Item_ID,Medicine_Name,Category,Base_Price,Promotion,Holiday,Units_Sold
2025-05-05,Clarkson's Pharma,M104,Vitamin C,Vitamin,120,0,0,71
2025-07-19,Sara Medicos,M119,Eye Drops,Eye Care,160,0,0,90
2025-04-06,Lakshya Medicals,M120,Hand Sanitizer,Hygiene,90,0,0,90
2025-03-20,Chen Drugstore,M118,Asthma Inhaler,Respiratory,450,1,0,74
2025-04-21,Chen Drugstore,M103,Dolo 650,Painkiller,30,1,0,92
2025-08-14,SmartMed Pharmacy,M112,Cough Syrup,Cough,140,0,0,62
2025-08-06,SmartMed Pharmacy,M116,Iron Tablet,Supplement,180,1,0,97
2025-11-12,SmartMed Pharmacy,M107,Metformin,Diabetes,80,0,0,64
2025-07-10,Chen Drugstore,M104,Vitamin C,Vitamin,120,0,0,73
2025-05-03,SmartMed Pharmacy,M109,Azithromycin,Antibiotic,220,1,0,85
2025-02-05,Sara Medicos,M117,BP Tablet,Cardiac,320,0,0,75
2025-03-14,Claire Drughouse,M116,Iron Tablet,Supplement,180,0,0,76
2025-01-22,HealthMart,M119,Eye Drops,Eye Care,160,0,0,59
2025-10-04,Lakshya Medicals,M113,Digene,Antacid,60,0,0,81
2025-02-16,HealthMart,M106,Insulin,Diabetes,550,1,1,98
2025-03-05,City Medicals,M118,Asthma Inhaler,Respiratory,450,1,0,76
2025-06-28,BMS Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,91
2025-04-26,HealthMart,M111,Benadryl,Cough,90,0,0,84
2025-03-28,HealthMart,M114,Pantoprazole,Antacid,110,0,0,59
2025-04-24,Clarkson's Pharma,M101,Paracetamol,Painkiller,25,1,0,105
2025-05-19,Sara Medicos,M116,Iron Tablet,Supplement,180,0,0,86
2025-11-16,City Medicals,M103,Dolo 650,Painkiller,30,0,0,87
2025-03-17,Clarkson's Pharma,M112,Cough Syrup,Cough,140,1,0,81
2025-01-20,Chen Drugstore,M108,Amoxicillin,Antibiotic,180,0,0,73
2025-12-04,Lakshya Medicals,M106,Insulin,Diabetes,550,0,0,59
2025-07-09,Sara Medicos,M114,Pantoprazole,Antacid,110,0,0,88
2025-12-26,Clarkson's Pharma,M109,Azithromycin,Antibiotic,220,0,0,59
2025-09-27,SmartMed Pharmacy,M102,Crocin,Painkiller,35,0,0,74
2025-10-17,Clarkson's Pharma,M106,Insulin,Diabetes,550,0,0,52
2025-07-22,BMS Pharmacy,M103,Dolo 650,Painkiller,30,0,0,85
2025-06-18,Lakshya Medicals,M108,Amoxicillin,Antibiotic,180,1,0,103
2025-03-28,Apollo Pharmacy,M107,Metformin,Diabetes,80,1,0,95
2025-09-25,BMS Pharmacy,M108,Amoxicillin,Antibiotic,180,1,0,96
2025-05-22,Claire Drughouse,M114,Pantoprazole,Antacid,110,0,0,81
2025-06-05,BMS Pharmacy,M110,Cetirizine,Allergy,40,0,0,74
2025-04-29,Apollo Pharmacy,M105,ORS,Hydration,25,0,0,79
2025-03-28,Claire Drughouse,M118,Asthma Inhaler,Respiratory,450,1,0,81
2025-01-21,Chen Drugstore,M111,Benadryl,Cough,90,1,0,85
2025-08-14,Chen Drugstore,M106,Insulin,Diabetes,550,1,0,69
2025-03-05,Chen Drugstore,M116,Iron Tablet,Supplement,180,1,0,76
2025-02-04,HealthMart,M119,Eye Drops,Eye Care,160,0,0,84
2025-02-28,Sara Medicos,M118,Asthma Inhaler,Respiratory,450,1,0,72
2025-03-30,Lakshya Medicals,M112,Cough Syrup,Cough,140,1,0,101
2025-11-08,Claire Drughouse,M108,Amoxicillin,Antibiotic,180,1,0,109
2025-08-16,Sara Medicos,M120,Hand Sanitizer,Hygiene,90,0,0,79
2025-06-17,SmartMed Pharmacy,M116,Iron Tablet,Supplement,180,1,0,96
2025-04-24,Claire Drughouse,M120,Hand Sanitizer,Hygiene,90,1,0,109
2025-05-11,City Medicals,M103,Dolo 650,Painkiller,30,0,0,98
2025-05-30,Sara Medicos,M108,Amoxicillin,Antibiotic,180,1,0,97
2025-06-29,SmartMed Pharmacy,M117,BP Tablet,Cardiac,320,0,0,69
2025-06-17,Lakshya Medicals,M104,Vitamin C,Vitamin,120,0,0,59
2025-01-12,SmartMed Pharmacy,M112,Cough Syrup,Cough,140,0,0,70
2025-03-01,Sara Medicos,M117,BP Tablet,Cardiac,320,0,0,78
2025-06-01,Apollo Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,1,93
2025-09-26,Chen Drugstore,M101,Paracetamol,Painkiller,25,0,0,91
2025-09-12,Apollo Pharmacy,M117,BP Tablet,Cardiac,320,0,0,56
2025-11-07,SmartMed Pharmacy,M116,Iron Tablet,Supplement,180,0,0,73
2025-05-21,Clarkson's Pharma,M118,Asthma Inhaler,Respiratory,450,0,1,85
2025-05-11,City Medicals,M108,Amoxicillin,Antibiotic,180,0,0,78
2025-10-30,HealthMart,M102,Crocin,Painkiller,35,1,0,84
2025-02-21,BMS Pharmacy,M116,Iron Tablet,Supplement,180,1,1,97
2025-11-24,Chen Drugstore,M115,Calcium Tablet,Supplement,250,0,0,78
2025-12-14,BMS Pharmacy,M104,Vitamin C,Vitamin,120,0,0,80
2025-03-02,HealthMart,M101,Paracetamol,Painkiller,25,0,0,74
2025-11-13,SmartMed Pharmacy,M116,Iron Tablet,Supplement,180,0,0,83
2025-05-08,Chen Drugstore,M110,Cetirizine,Allergy,40,0,1,80
2025-12-20,Chen Drugstore,M119,Eye Drops,Eye Care,160,0,0,78
2025-04-23,Sara Medicos,M118,Asthma Inhaler,Respiratory,450,1,0,67
2025-01-14,Clarkson's Pharma,M101,Paracetamol,Painkiller,25,0,0,70
2025-07-06,Claire Drughouse,M116,Iron Tablet,Supplement,180,0,0,83
2025-06-20,Apollo Pharmacy,M104,Vitamin C,Vitamin,120,0,0,74
2025-11-30,Lakshya Medicals,M104,Vitamin C,Vitamin,120,0,0,73
2025-09-11,Clarkson's Pharma,M113,Digene,Antacid,60,1,0,87
2025-04-23,City Medicals,M105,ORS,Hydration,25,0,0,84
2025-05-31,Chen Drugstore,M114,Pantoprazole,Antacid,110,0,0,99
2025-10-17,City Medicals,M109,Azithromycin,Antibiotic,220,1,0,83
2025-08-29,Claire Drughouse,M120,Hand Sanitizer,Hygiene,90,0,0,75
2025-12-26,Clarkson's Pharma,M101,Paracetamol,Painkiller,25,0,0,91
2025-02-10,Lakshya Medicals,M119,Eye Drops,Eye Care,160,0,0,74
2025-12-31,HealthMart,M108,Amoxicillin,Antibiotic,180,1,0,78
2025-09-10,HealthMart,M103,Dolo 650,Painkiller,30,0,0,66
2025-10-19,Sara Medicos,M110,Cetirizine,Allergy,40,0,0,77
2025-04-02,BMS Pharmacy,M113,Digene,Antacid,60,0,0,72
2025-08-11,SmartMed Pharmacy,M103,Dolo 650,Painkiller,30,1,0,89
2025-08-18,City Medicals,M105,ORS,Hydration,25,0,0,79
2025-07-22,City Medicals,M113,Digene,Antacid,60,0,0,69
2025-08-22,BMS Pharmacy,M101,Paracetamol,Painkiller,25,0,0,76
2025-10-16,BMS Pharmacy,M109,Azithromycin,Antibiotic,220,1,0,95
2025-04-15,Sara Medicos,M109,Azithromycin,Antibiotic,220,0,0,72
2025-05-30,SmartMed Pharmacy,M118,Asthma Inhaler,Respiratory,450,0,0,68
2025-07-12,HealthMart,M110,Cetirizine,Allergy,40,0,0,85
2025-09-29,Clarkson's Pharma,M111,Benadryl,Cough,90,0,0,68
2025-02-23,Clarkson's Pharma,M118,Asthma Inhaler,Respiratory,450,1,0,72
2025-01-19,SmartMed Pharmacy,M112,Cough Syrup,Cough,140,0,1,92
2025-12-07,Chen Drugstore,M112,Cough Syrup,Cough,140,1,0,91
2025-04-15,Clarkson's Pharma,M112,Cough Syrup,Cough,140,0,0,61
2025-01-15,Clarkson's Pharma,M107,Metformin,Diabetes,80,1,0,88
2025-04-14,Lakshya Medicals,M105,ORS,Hydration,25,0,0,83
2025-08-21,Claire Drughouse,M106,Insulin,Diabetes,550,1,0,84
2025-02-22,SmartMed Pharmacy,M120,Hand Sanitizer,Hygiene,90,1,0,116
2025-07-02,City Medicals,M116,Iron Tablet,Supplement,180,0,0,67
2025-07-22,Chen Drugstore,M113,Digene,Antacid,60,1,0,98
2025-07-16,HealthMart,M113,Digene,Antacid,60,0,0,91
2025-06-25,Chen Drugstore,M110,Cetirizine,Allergy,40,0,1,79
2025-02-07,Chen Drugstore,M115,Calcium Tablet,Supplement,250,0,0,82
2025-03-18,Clarkson's Pharma,M117,BP Tablet,Cardiac,320,0,0,56
2025-08-11,City Medicals,M101,Paracetamol,Painkiller,25,0,0,69
2025-12-16,City Medicals,M115,Calcium Tablet,Supplement,250,0,0,67
2025-10-06,Apollo Pharmacy,M110,Cetirizine,Allergy,40,0,0,83
2025-12-11,SmartMed Pharmacy,M107,Metformin,Diabetes,80,0,1,93
2025-12-02,Lakshya Medicals,M111,Benadryl,Cough,90,0,0,64
2025-04-23,SmartMed Pharmacy,M108,Amoxicillin,Antibiotic,180,0,0,57
2025-02-23,Claire Drughouse,M107,Metformin,Diabetes,80,1,0,109
2025-11-21,SmartMed Pharmacy,M114,Pantoprazole,Antacid,110,0,0,84
2025-08-26,Apollo Pharmacy,M101,Paracetamol,Painkiller,25,1,0,110
2025-06-06,Sara Medicos,M112,Cough Syrup,Cough,140,0,0,83
2025-03-23,City Medicals,M101,Paracetamol,Painkiller,25,0,0,87
2025-10-21,HealthMart,M104,Vitamin C,Vitamin,120,1,0,102
2025-05-05,City Medicals,M114,Pantoprazole,Antacid,110,0,0,63
2025-06-12,SmartMed Pharmacy,M113,Digene,Antacid,60,0,0,87
2025-07-27,Sara Medicos,M112,Cough Syrup,Cough,140,1,1,120
2025-10-12,Apollo Pharmacy,M115,Calcium Tablet,Supplement,250,0,1,100
2025-12-26,City Medicals,M102,Crocin,Painkiller,35,0,0,89
2025-11-22,City Medicals,M117,BP Tablet,Cardiac,320,0,0,60
2025-07-26,City Medicals,M103,Dolo 650,Painkiller,30,0,1,115
2025-03-29,HealthMart,M105,ORS,Hydration,25,0,0,93
2025-03-29,Lakshya Medicals,M118,Asthma Inhaler,Respiratory,450,0,0,71
2025-06-08,Clarkson's Pharma,M108,Amoxicillin,Antibiotic,180,1,1,121
2025-04-26,SmartMed Pharmacy,M112,Cough Syrup,Cough,140,1,0,88
2025-05-17,SmartMed Pharmacy,M109,Azithromycin,Antibiotic,220,1,0,91
2025-03-02,Apollo Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,71
2025-12-10,Clarkson's Pharma,M111,Benadryl,Cough,90,0,0,88
2025-04-04,BMS Pharmacy,M105,ORS,Hydration,25,0,0,80
2025-09-04,Lakshya Medicals,M113,Digene,Antacid,60,1,0,85
2025-12-27,BMS Pharmacy,M105,ORS,Hydration,25,0,0,84
2025-03-16,BMS Pharmacy,M118,Asthma Inhaler,Respiratory,450,0,0,80
2025-06-16,SmartMed Pharmacy,M106,Insulin,Diabetes,550,1,0,80
2025-12-09,BMS Pharmacy,M118,Asthma Inhaler,Respiratory,450,1,0,82
2025-02-27,SmartMed Pharmacy,M101,Paracetamol,Painkiller,25,1,0,87
2025-07-18,Chen Drugstore,M115,Calcium Tablet,Supplement,250,0,0,62
2025-05-03,Lakshya Medicals,M115,Calcium Tablet,Supplement,250,0,0,67
2025-09-06,Chen Drugstore,M101,Paracetamol,Painkiller,25,0,0,95
2025-03-03,Lakshya Medicals,M110,Cetirizine,Allergy,40,1,0,98
2025-11-02,Chen Drugstore,M103,Dolo 650,Painkiller,30,0,0,94
2025-04-10,HealthMart,M112,Cough Syrup,Cough,140,1,0,103
2025-10-05,BMS Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,86
2025-09-04,Lakshya Medicals,M111,Benadryl,Cough,90,0,0,74
2025-11-16,Claire Drughouse,M117,BP Tablet,Cardiac,320,0,1,87
2025-06-03,BMS Pharmacy,M117,BP Tablet,Cardiac,320,1,0,85
2025-03-25,Apollo Pharmacy,M104,Vitamin C,Vitamin,120,0,0,77
2025-04-24,Clarkson's Pharma,M101,Paracetamol,Painkiller,25,0,0,71
2025-03-21,Apollo Pharmacy,M113,Digene,Antacid,60,1,0,92
2025-01-15,Lakshya Medicals,M111,Benadryl,Cough,90,0,0,74
2025-01-08,Chen Drugstore,M120,Hand Sanitizer,Hygiene,90,0,0,63
2025-02-17,BMS Pharmacy,M108,Amoxicillin,Antibiotic,180,0,0,86
2025-10-29,Clarkson's Pharma,M112,Cough Syrup,Cough,140,0,0,65
2025-04-15,SmartMed Pharmacy,M105,ORS,Hydration,25,1,0,92
2025-08-04,HealthMart,M108,Amoxicillin,Antibiotic,180,1,0,77
2025-12-27,Clarkson's Pharma,M101,Paracetamol,Painkiller,25,0,0,77
2025-06-29,Clarkson's Pharma,M119,Eye Drops,Eye Care,160,0,0,97
2025-06-06,Lakshya Medicals,M109,Azithromycin,Antibiotic,220,0,0,61
2025-09-25,Sara Medicos,M117,BP Tablet,Cardiac,320,1,0,96
2025-04-30,Apollo Pharmacy,M102,Crocin,Painkiller,35,0,0,70
2025-05-23,Claire Drughouse,M103,Dolo 650,Painkiller,30,0,0,88
2025-01-16,Chen Drugstore,M108,Amoxicillin,Antibiotic,180,0,0,57
2025-01-14,Sara Medicos,M108,Amoxicillin,Antibiotic,180,0,1,100
2025-06-05,Clarkson's Pharma,M105,ORS,Hydration,25,0,0,83
2025-12-21,Sara Medicos,M120,Hand Sanitizer,Hygiene,90,0,1,85
2025-03-28,Sara Medicos,M117,BP Tablet,Cardiac,320,0,1,76
2025-10-19,Apollo Pharmacy,M108,Amoxicillin,Antibiotic,180,1,0,103
2025-07-22,City Medicals,M102,Crocin,Painkiller,35,1,0,92
2025-08-18,City Medicals,M111,Benadryl,Cough,90,1,1,125
2025-04-23,Clarkson's Pharma,M119,Eye Drops,Eye Care,160,0,0,77
2025-10-06,SmartMed Pharmacy,M113,Digene,Antacid,60,1,0,102
2025-04-04,BMS Pharmacy,M105,ORS,Hydration,25,0,0,92
2025-08-07,BMS Pharmacy,M114,Pantoprazole,Antacid,110,0,0,67
2025-07-26,Lakshya Medicals,M106,Insulin,Diabetes,550,0,0,55
2025-09-16,Apollo Pharmacy,M103,Dolo 650,Painkiller,30,0,0,75
2025-09-20,Lakshya Medicals,M101,Paracetamol,Painkiller,25,1,0,109
2025-11-12,Claire Drughouse,M102,Crocin,Painkiller,35,1,0,85
2025-05-14,Clarkson's Pharma,M105,ORS,Hydration,25,1,0,85
2025-08-07,Lakshya Medicals,M112,Cough Syrup,Cough,140,0,1,81
2025-02-19,Apollo Pharmacy,M105,ORS,Hydration,25,0,0,89
2025-04-01,Apollo Pharmacy,M119,Eye Drops,Eye Care,160,0,0,87
2025-06-09,HealthMart,M113,Digene,Antacid,60,1,0,112
2025-10-23,HealthMart,M109,Azithromycin,Antibiotic,220,0,0,73
2025-07-06,Claire Drughouse,M112,Cough Syrup,Cough,140,1,0,114
2025-11-20,Sara Medicos,M101,Paracetamol,Painkiller,25,0,0,66
2025-08-30,HealthMart,M118,Asthma Inhaler,Respiratory,450,0,0,72
2025-09-17,Lakshya Medicals,M119,Eye Drops,Eye Care,160,1,0,107
2025-11-03,City Medicals,M104,Vitamin C,Vitamin,120,0,0,71
2025-09-04,Chen Drugstore,M113,Digene,Antacid,60,0,0,68
2025-01-22,Clarkson's Pharma,M117,BP Tablet,Cardiac,320,1,1,106
2025-04-29,City Medicals,M103,Dolo 650,Painkiller,30,0,0,69
2025-10-12,Lakshya Medicals,M119,Eye Drops,Eye Care,160,0,0,97
2025-01-27,Claire Drughouse,M119,Eye Drops,Eye Care,160,1,0,82
2025-07-31,HealthMart,M116,Iron Tablet,Supplement,180,0,0,84
2025-05-10,HealthMart,M118,Asthma Inhaler,Respiratory,450,0,0,63
2025-04-05,SmartMed Pharmacy,M118,Asthma Inhaler,Respiratory,450,0,0,68
2025-06-30,City Medicals,M102,Crocin,Painkiller,35,0,0,77
2025-07-07,City Medicals,M119,Eye Drops,Eye Care,160,0,0,64
2025-11-02,Sara Medicos,M116,Iron Tablet,Supplement,180,1,1,107
2025-06-02,City Medicals,M112,Cough Syrup,Cough,140,0,0,66
2025-01-22,HealthMart,M103,Dolo 650,Painkiller,30,0,0,71
2025-01-04,Clarkson's Pharma,M116,Iron Tablet,Supplement,180,0,0,92
2025-05-02,Chen Drugstore,M104,Vitamin C,Vitamin,120,0,0,71
2025-12-30,Sara Medicos,M111,Benadryl,Cough,90,0,0,83
2025-06-10,BMS Pharmacy,M103,Dolo 650,Painkiller,30,1,0,85
2025-05-20,Apollo Pharmacy,M101,Paracetamol,Painkiller,25,0,0,85
2025-04-17,HealthMart,M102,Crocin,Painkiller,35,0,0,77
2025-03-14,Apollo Pharmacy,M119,Eye Drops,Eye Care,160,0,0,64
2025-09-16,Chen Drugstore,M103,Dolo 650,Painkiller,30,0,0,69
2025-01-25,HealthMart,M117,BP Tablet,Cardiac,320,0,0,64
2025-06-20,Apollo Pharmacy,M118,Asthma Inhaler,Respiratory,450,1,1,93
2025-01-13,Claire Drughouse,M117,BP Tablet,Cardiac,320,1,0,97
2025-10-04,Chen Drugstore,M114,Pantoprazole,Antacid,110,1,0,112
2025-03-22,SmartMed Pharmacy,M118,Asthma Inhaler,Respiratory,450,0,0,54
2025-09-19,Clarkson's Pharma,M101,Paracetamol,Painkiller,25,0,1,104
2025-06-13,Chen Drugstore,M105,ORS,Hydration,25,1,0,107
2025-03-26,BMS Pharmacy,M116,Iron Tablet,Supplement,180,1,1,107
2025-01-04,Sara Medicos,M101,Paracetamol,Painkiller,25,0,0,81
2025-10-04,Sara Medicos,M119,Eye Drops,Eye Care,160,0,0,96
2025-10-26,Lakshya Medicals,M107,Metformin,Diabetes,80,0,0,99
2025-09-01,Clarkson's Pharma,M102,Crocin,Painkiller,35,0,0,85
2025-07-18,Chen Drugstore,M109,Azithromycin,Antibiotic,220,1,0,95
2025-02-12,HealthMart,M110,Cetirizine,Allergy,40,0,0,93
2025-03-16,HealthMart,M103,Dolo 650,Painkiller,30,0,0,75
2025-11-27,Claire Drughouse,M107,Metformin,Diabetes,80,1,0,91
2025-04-04,Lakshya Medicals,M114,Pantoprazole,Antacid,110,0,0,61
2025-01-08,SmartMed Pharmacy,M104,Vitamin C,Vitamin,120,1,0,99
2025-07-14,Chen Drugstore,M103,Dolo 650,Painkiller,30,1,0,113
2025-01-26,BMS Pharmacy,M108,Amoxicillin,Antibiotic,180,1,0,112
2025-03-06,BMS Pharmacy,M115,Calcium Tablet,Supplement,250,0,0,73
2025-05-31,Claire Drughouse,M115,Calcium Tablet,Supplement,250,0,0,90
2025-08-28,Lakshya Medicals,M107,Metformin,Diabetes,80,1,0,89
2025-01-24,City Medicals,M105,ORS,Hydration,25,1,0,88
2025-08-24,Chen Drugstore,M101,Paracetamol,Painkiller,25,1,0,122
2025-12-11,Sara Medicos,M120,Hand Sanitizer,Hygiene,90,1,0,99
2025-03-03,Lakshya Medicals,M119,Eye Drops,Eye Care,160,0,1,83
2025-11-10,BMS Pharmacy,M113,Digene,Antacid,60,0,0,79
2025-07-13,SmartMed Pharmacy,M108,Amoxicillin,Antibiotic,180,0,0,86
2025-04-16,Chen Drugstore,M110,Cetirizine,Allergy,40,0,0,80
2025-09-16,Chen Drugstore,M106,Insulin,Diabetes,550,0,0,56
2025-03-05,Claire Drughouse,M102,Crocin,Painkiller,35,0,0,63
2025-09-08,SmartMed Pharmacy,M108,Amoxicillin,Antibiotic,180,1,0,102
2025-12-23,City Medicals,M103,Dolo 650,Painkiller,30,0,0,64
2025-06-12,Lakshya Medicals,M105,ORS,Hydration,25,1,0,98
2025-04-18,City Medicals,M120,Hand Sanitizer,Hygiene,90,0,0,67
2025-10-29,BMS Pharmacy,M102,Crocin,Painkiller,35,1,1,119
2025-05-21,City Medicals,M106,Insulin,Diabetes,550,0,0,55
2025-02-10,BMS Pharmacy,M116,Iron Tablet,Supplement,180,0,0,63
2025-03-01,Chen Drugstore,M101,Paracetamol,Painkiller,25,0,0,91
2025-08-23,City Medicals,M119,Eye Drops,Eye Care,160,1,0,117
2025-03-09,Lakshya Medicals,M118,Asthma Inhaler,Respiratory,450,0,0,78
2025-07-18,Claire Drughouse,M120,Hand Sanitizer,Hygiene,90,0,0,75
2025-11-19,Sara Medicos,M104,Vitamin C,Vitamin,120,0,0,70
2025-02-21,Clarkson's Pharma,M102,Crocin,Painkiller,35,0,0,80
2025-03-09,City Medicals,M112,Cough Syrup,Cough,140,1,0,91
2025-12-26,Clarkson's Pharma,M101,Paracetamol,Painkiller,25,1,0,99
2025-12-06,Chen Drugstore,M110,Cetirizine,Allergy,40,0,0,100
2025-12-29,City Medicals,M113,Digene,Antacid,60,0,0,84
2025-03-06,Claire Drughouse,M105,ORS,Hydration,25,0,0,91
2025-11-12,Lakshya Medicals,M119,Eye Drops,Eye Care,160,0,0,66
2025-04-15,City Medicals,M109,Azithromycin,Antibiotic,220,0,1,69
2025-07-17,BMS Pharmacy,M109,Azithromycin,Antibiotic,220,1,1,97
2025-06-03,City Medicals,M114,Pantoprazole,Antacid,110,0,0,61
2025-01-23,City Medicals,M111,Benadryl,Cough,90,0,0,70
2025-10-20,SmartMed Pharmacy,M111,Benadryl,Cough,90,1,1,107
2025-09-05,HealthMart,M116,Iron Tablet,Supplement,180,0,0,63
2025-11-15,Clarkson's Pharma,M107,Metformin,Diabetes,80,1,0,92
2025-01-26,Lakshya Medicals,M109,Azithromycin,Antibiotic,220,0,0,67
2025-05-29,Claire Drughouse,M102,Crocin,Painkiller,35,0,0,74
2025-09-28,Sara Medicos,M105,ORS,Hydration,25,0,0,100
2025-01-10,Claire Drughouse,M119,Eye Drops,Eye Care,160,0,0,64
2025-03-29,Sara Medicos,M107,Metformin,Diabetes,80,0,0,88
2025-10-29,Clarkson's Pharma,M105,ORS,Hydration,25,0,0,82
2025-09-14,HealthMart,M110,Cetirizine,Allergy,40,0,0,90
2025-12-27,BMS Pharmacy,M109,Azithromycin,Antibiotic,220,1,0,107
2025-09-19,Sara Medicos,M102,Crocin,Painkiller,35,0,0,84
2025-12-06,Apollo Pharmacy,M102,Crocin,Painkiller,35,0,0,81
2025-03-20,City Medicals,M102,Crocin,Painkiller,35,0,0,93
2025-08-02,Chen Drugstore,M107,Metformin,Diabetes,80,0,0,73
2025-04-24,Sara Medicos,M107,Metformin,Diabetes,80,1,0,98
2025-03-22,Claire Drughouse,M118,Asthma Inhaler,Respiratory,450,1,0,83
2025-03-31,Lakshya Medicals,M109,Azithromycin,Antibiotic,220,1,0,84
2025-12-14,Claire Drughouse,M109,Azithromycin,Antibiotic,220,0,0,70
2025-10-11,City Medicals,M119,Eye Drops,Eye Care,160,0,0,82
2025-08-03,Claire Drughouse,M113,Digene,Antacid,60,1,0,97
2025-03-16,HealthMart,M104,Vitamin C,Vitamin,120,0,0,72
2025-11-15,Chen Drugstore,M108,Amoxicillin,Antibiotic,180,0,0,67
2025-05-24,HealthMart,M118,Asthma Inhaler,Respiratory,450,0,1,82
2025-06-05,Clarkson's Pharma,M119,Eye Drops,Eye Care,160,0,0,83
2025-06-28,Clarkson's Pharma,M106,Insulin,Diabetes,550,0,0,50
2025-07-25,Apollo Pharmacy,M113,Digene,Antacid,60,0,0,92
2025-08-09,Chen Drugstore,M103,Dolo 650,Painkiller,30,0,0,77
2025-09-24,Chen Drugstore,M120,Hand Sanitizer,Hygiene,90,1,0,102
2025-05-17,Clarkson's Pharma,M111,Benadryl,Cough,90,0,0,73
2025-03-18,BMS Pharmacy,M114,Pantoprazole,Antacid,110,0,0,77
2025-03-23,Clarkson's Pharma,M105,ORS,Hydration,25,0,0,88
2025-01-23,Chen Drugstore,M112,Cough Syrup,Cough,140,0,0,78
2025-11-27,HealthMart,M107,Metformin,Diabetes,80,0,0,86
2025-01-14,Claire Drughouse,M107,Metformin,Diabetes,80,0,0,91
2025-01-18,Chen Drugstore,M112,Cough Syrup,Cough,140,0,0,72
2025-11-17,Clarkson's Pharma,M104,Vitamin C,Vitamin,120,0,0,59
2025-06-02,Chen Drugstore,M114,Pantoprazole,Antacid,110,1,0,92
2025-05-07,HealthMart,M106,Insulin,Diabetes,550,0,0,50
2025-05-25,Apollo Pharmacy,M116,Iron Tablet,Supplement,180,0,0,68
2025-01-30,SmartMed Pharmacy,M105,ORS,Hydration,25,0,0,93
2025-03-11,Lakshya Medicals,M117,BP Tablet,Cardiac,320,0,0,64
2025-08-21,Claire Drughouse,M115,Calcium Tablet,Supplement,250,1,0,92
2025-05-20,BMS Pharmacy,M114,Pantoprazole,Antacid,110,0,0,74
2025-08-27,Clarkson's Pharma,M109,Azithromycin,Antibiotic,220,1,0,75
2025-04-17,BMS Pharmacy,M106,Insulin,Diabetes,550,1,0,67
2025-12-07,City Medicals,M106,Insulin,Diabetes,550,1,0,91
2025-04-08,HealthMart,M106,Insulin,Diabetes,550,0,0,62
2025-01-23,Claire Drughouse,M120,Hand Sanitizer,Hygiene,90,0,0,63
2025-11-22,BMS Pharmacy,M107,Metformin,Diabetes,80,1,0,107
2025-06-06,Apollo Pharmacy,M104,Vitamin C,Vitamin,120,1,1,124
2025-10-01,BMS Pharmacy,M116,Iron Tablet,Supplement,180,1,0,78
2025-01-13,Sara Medicos,M111,Benadryl,Cough,90,1,0,108
2025-04-24,Lakshya Medicals,M104,Vitamin C,Vitamin,120,0,0,67
2025-07-10,Apollo Pharmacy,M118,Asthma Inhaler,Respiratory,450,0,1,75
2025-11-02,HealthMart,M118,Asthma Inhaler,Respiratory,450,1,0,77
2025-08-29,SmartMed Pharmacy,M119,Eye Drops,Eye Care,160,1,0,107
2025-05-27,SmartMed Pharmacy,M107,Metformin,Diabetes,80,0,0,70
2025-12-13,City Medicals,M120,Hand Sanitizer,Hygiene,90,0,0,93
2025-08-03,Chen Drugstore,M105,ORS,Hydration,25,0,0,93
2025-09-17,HealthMart,M106,Insulin,Diabetes,550,0,0,48
2025-01-06,SmartMed Pharmacy,M107,Metformin,Diabetes,80,0,0,69
2025-04-20,Sara Medicos,M117,BP Tablet,Cardiac,320,0,0,82
2025-01-29,Claire Drughouse,M119,Eye Drops,Eye Care,160,0,0,59
2025-05-31,Clarkson's Pharma,M104,Vitamin C,Vitamin,120,1,0,100
2025-09-08,Lakshya Medicals,M112,Cough Syrup,Cough,140,1,0,108
2025-04-16,Chen Drugstore,M113,Digene,Antacid,60,0,0,78
2025-12-19,HealthMart,M103,Dolo 650,Painkiller,30,1,1,102
2025-12-11,City Medicals,M107,Metformin,Diabetes,80,1,0,83
2025-08-22,BMS Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,69
2025-07-24,Claire Drughouse,M105,ORS,Hydration,25,1,0,105
2025-01-09,Clarkson's Pharma,M101,Paracetamol,Painkiller,25,0,0,77
2025-02-05,Apollo Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,76
2025-04-20,Chen Drugstore,M113,Digene,Antacid,60,1,0,108
2025-10-27,Clarkson's Pharma,M118,Asthma Inhaler,Respiratory,450,0,1,86
2025-07-23,BMS Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,79
2025-09-10,HealthMart,M118,Asthma Inhaler,Respiratory,450,0,0,59
2025-04-12,Clarkson's Pharma,M112,Cough Syrup,Cough,140,1,0,116
2025-11-26,Chen Drugstore,M120,Hand Sanitizer,Hygiene,90,0,0,78
2025-01-18,HealthMart,M108,Amoxicillin,Antibiotic,180,0,0,95
2025-10-06,HealthMart,M112,Cough Syrup,Cough,140,1,0,106
2025-11-11,BMS Pharmacy,M118,Asthma Inhaler,Respiratory,450,0,0,63
2025-12-02,City Medicals,M106,Insulin,Diabetes,550,0,0,51
2025-07-30,BMS Pharmacy,M109,Azithromycin,Antibiotic,220,1,0,94
